--------- beginning of system
11-09 01:42:12.516  7447 14782 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.livegame.wallpapermingche at: Binary XML file line #105
11-09 01:43:04.427 16947 16947 I dex2oat64: dex2oat took 287.191ms (931.567ms cpu) (threads: 8) arena alloc=0B (0B) java alloc=2589KB (2651584B) native alloc=1923KB (1969328B) free=1784KB (1827664B)
11-09 01:43:04.435  1027  2217 V installd: DexInv: --- END '/data/app/~~2z5DR1ImehyVpFjfDzexHw==/com.qfxzhr.Group_name-YtBN-57DOvWK3pj6QI-meg==/base.apk' (success) ---
11-09 01:43:04.443  1460  1836 V BackupManagerService: [UserID:0] restoreAtInstall pkg=com.qfxzhr.Group_name token=72 restoreSet=0
11-09 01:43:04.443  1460  1836 V BackupManagerService: [UserID:0] Finishing install immediately
11-09 01:43:04.446  1460  1836 D PackageInstallerSession: Marking session 1330056993 as applied
11-09 01:43:04.446  1027  2217 E installd: Couldn't opendir /data/app/vmdl1330056993.tmp: No such file or directory
11-09 01:43:04.447  1027  2217 E installd: Failed to delete /data/app/vmdl1330056993.tmp: No such file or directory
11-09 01:43:04.450  1460  1836 D CompatibilityChangeReporter: Compat change id reported: 168419799; UID 10305; state: DISABLED
11-09 01:43:04.450  1460  1836 D CompatibilityChangeReporter: Compat change id reported: 273564678; UID 10305; state: DISABLED
11-09 01:43:04.456  4210  4210 I MediaProvider: Invalidating LocalCallingIdentity cache for package com.qfxzhr.Group_name. Reason: package android.intent.action.PACKAGE_ADDED
11-09 01:43:04.461  1460  2908 D CompatibilityChangeReporter: Compat change id reported: 218533173; UID 10305; state: DISABLED
11-09 01:43:04.462  3379  3379 V MediaPlayerList: mPackageChangedBroadcastReceiver: action: android.intent.action.PACKAGE_ADDED
11-09 01:43:04.462  3379  3379 D MediaPlayerList: Name of package changed: com.qfxzhr.Group_name
11-09 01:43:04.463  1460  1460 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@BpY
11-09 01:43:04.463  4180  4180 I GsaVoiceInteractionSrv: (REDACTED) O received %s
11-09 01:43:04.465 12077 12077 I Finsky  : [2] wid.g(1): wid - Received: android.intent.action.PACKAGE_ADDED, [rJZi0GCs-_TtYXMK3K5XJJ1YkgtdsB6DEOJkzhvR2kE]
11-09 01:43:04.468 13370 13370 I abb     : StartCommandInProcess(73657474696e67730067657400656e61 settings.get.ena [truncated])
11-09 01:43:04.468 12077 13406 I Finsky  : [675] pbm.run(216): Wrote row to frosting DB: 703
11-09 01:43:04.473  1460  2979 W BroadcastQueue: u0 Receiving a broadcast in packagecom.jr.narutoii requires a permissions review
11-09 01:43:04.473 12077 12077 I Finsky  : [2] kal.f(9): AIM: AppInfoCacheUpdater -> invalidating apps: [com.qfxzhr.Group_name]
11-09 01:43:04.473  1460  2979 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.jr.narutoii/com.joyriver.engine.proxy.EngineReceiver
11-09 01:43:04.473 12077 12077 I Finsky  : [2] kbd.g(21): AIM: AppInfoManager-Perf > getApps > called for 1 apps
11-09 01:43:04.474 13370 13370 I abb     : StartCommandInProcess(7061636b61676500696e7374616c6c00 package.install. [truncated])
11-09 01:43:04.475 12077 12266 I Finsky  : [478] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.qfxzhr.Group_name]
11-09 01:43:04.476  1460  2022 I InputReader: Reconfiguring input devices, changes=KEYBOARD_LAYOUTS | 
11-09 01:43:04.476  3164 11694 I PermissionControllerServiceImpl: Updating user sensitive for uid 10305
11-09 01:43:04.477 12077 12266 I Finsky  : [478] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:04.477 12077 12077 I Finsky  : [2] rgv.ajJ(13): DTU: Received onPackageAdded, replacing: false
11-09 01:43:04.479 12077 12275 I Finsky  : [485] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.qfxzhr.Group_name]
11-09 01:43:04.479  3136  3136 D ControlsListingControllerImpl: ServiceConfig reloaded, count: 0
11-09 01:43:04.481  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.android.buyer requires a permissions review
11-09 01:43:04.481  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.android.buyer/.mRve
11-09 01:43:04.481 12077 12275 I Finsky  : [485] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:04.481  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.ym.refpackage.Hjzj.baidu requires a permissions review
11-09 01:43:04.481  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.ym.refpackage.Hjzj.baidu/com.z.enter.rc
11-09 01:43:04.481  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:04.481  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.zhiqupk.root.InstallAppReceiver
11-09 01:43:04.481  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:04.481  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.zhiqupk.root.receiver.AppListenerReceiver
11-09 01:43:04.481  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:04.481  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.surplusclear.SurplusAppListenerReceiver
11-09 01:43:04.481  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:04.481  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.umeng.update.UmengInstallReceiver
11-09 01:43:04.481  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.impl.PackageMonitorReceiverImpl$RegisteredReceiver
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.backgroundimpl.BackgroundPackageMonitorReceiverImpl$RegisteredReceiver
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
11-09 01:43:04.482  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.cncd.japan.janli.shudu/net.l.k.r
11-09 01:43:04.482  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
11-09 01:43:04.482  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.cncd.japan.janli.shudu/com.feiwofour.coverscreen.SR
11-09 01:43:04.482  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.games.mengmeizhitd requires a permissions review
11-09 01:43:04.483  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.games.mengmeizhitd/hjnw.ihjnw.i.isqly
11-09 01:43:04.483  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.hgperfko.yaeghrwx requires a permissions review
11-09 01:43:04.483  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.hgperfko.yaeghrwx/.core.hLytdCQDBv
11-09 01:43:04.483  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.microgame.skater requires a permissions review
11-09 01:43:04.483  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.microgame.skater/com.jmedia.listenner.PackageReceiver
11-09 01:43:04.483 12077 13411 I Finsky  : [677] bb.a(21): Asset module storage cleared for package com.qfxzhr.Group_name.
11-09 01:43:04.500  1460  1829 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~2z5DR1ImehyVpFjfDzexHw==/com.qfxzhr.Group_name-YtBN-57DOvWK3pj6QI-meg==/base.apk
11-09 01:43:04.505  1460  1460 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@Bpc
11-09 01:43:04.506  1460  2022 I InputReader: Reconfiguring input devices, changes=KEYBOARD_LAYOUTS | 
11-09 01:43:04.506 11545 16288 I ProximityAuth: [RecentAppsMediator] Package added: (user=UserHandle{0}) com.qfxzhr.Group_name
11-09 01:43:04.507  3379  3379 V MediaPlayerList: mPackageChangedBroadcastReceiver: action: android.intent.action.PACKAGE_CHANGED
11-09 01:43:04.507  3136  3136 D ControlsListingControllerImpl: ServiceConfig reloaded, count: 0
11-09 01:43:04.507  3379  3379 D MediaPlayerList: Name of package changed: com.qfxzhr.Group_name
11-09 01:43:04.507 11545 13426 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
11-09 01:43:04.509  3164 11694 I PermissionControllerServiceImpl: Updating user sensitive for uid 10305
11-09 01:43:04.510 11545 14299 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
11-09 01:43:04.511 11407 16421 I Auth    : [SupervisedAccountIntentOperation] onHandleIntent(): android.intent.action.PACKAGE_ADDED
11-09 01:43:04.515 11407 16421 I BlockstoreStorage: (REDACTED) Clearing Blockstore Data for package %s
11-09 01:43:04.515 11407 16421 I BlockstoreStorage: Keyless data not found or its IsLastInstallationData = false. [CONTEXT service_id=258 ]
11-09 01:43:04.518 11407 16421 I Dck     : (REDACTED) doesDeviceHaveSupportedWirelessCapabilities: wccSysProp:%d, wccMendel:%d, deviceWccOverride:%s
11-09 01:43:04.518 11407 11407 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:04.518 11407 11407 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:04.518 11407 16421 I Dck     : (REDACTED) isDckModuleEligible: isAtLeastR:%s, hasWccSupport:%s, downloadAllowed:%s
11-09 01:43:04.518 11407 16421 W Dck     : Dck module not eligible for asynchronous downloading [CONTEXT service_id=289 ]
11-09 01:43:04.520  7447  7447 E om.eset.ems2.gp: Invalid ID 0x00000000.
11-09 01:43:04.529  1460  5080 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10305; state: DISABLED
11-09 01:43:04.530 12077 13406 I Finsky  : [675] pbm.run(216): Wrote row to frosting DB: 704
11-09 01:43:04.541 11545 16016 I Fitness : (REDACTED) OnPackageChangedOperation got intent: %s
11-09 01:43:04.542  1460  4154 W BackupTransportManager: Package com.qfxzhr.Group_name enabled setting: 0
11-09 01:43:04.546 12077 12077 I Finsky  : [2] abgi.f(9): Clearing split related stale data.
11-09 01:43:04.557 12077 12266 I Finsky  : [478] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
11-09 01:43:04.560 12077 12077 I Finsky  : [2] ahxh.c(44): Do not start WearSupportService due to Wear service optimization
11-09 01:43:04.562 12077 13445 I Finsky  : [682] kxr.aeJ(109): [ContentSync] finished, scheduled=false
11-09 01:43:04.566  7447  7447 E om.eset.ems2.gp: Invalid ID 0x00000000.
11-09 01:43:04.568 11407 11407 D BoundBrokerSvc: onUnbind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:04.571 12077 12291 I Finsky  : [489] jhi.accept(156): AIM: AppInfoManager-Perf > getApps > data collection finished
11-09 01:43:04.572 12077 12291 I Finsky  : [489] jnz.run(464): AIM: AppInfoManager-Perf > maybeDestroyAppInfoManager is called. actives = 1
11-09 01:43:04.577 11545 15325 I Fitness : (REDACTED) FitCleanupIntentOperation received Intent %s
11-09 01:43:04.578 12077 12275 I Finsky  : [485] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
11-09 01:43:04.579 11545 11659 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:04.584 16769 16769 D BinaryAssets: Extracting 'stagefright/stagefrightCheck-pie' from assets to '/data/user/0/com.nowsecure.android.vts/files/stagefrightCheck-pie' ...
11-09 01:43:04.584 11545 11659 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:04.616 16769 16769 D StageFright: Is directory: true
11-09 01:43:04.617 16769 16769 D VULN_TEST_BROAD_UPDATE: Without new tests detected.
11-09 01:43:04.619  1460  5781 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
11-09 01:43:04.619  1460  5781 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
11-09 01:43:04.620  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
11-09 01:43:04.620  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
11-09 01:43:04.620  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.uc108.mobile.sdgj.bd1 requires a permissions review
11-09 01:43:04.620  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.uc108.mobile.sdgj.bd1/com.baidu.tiebasdk.service.InstallReceiver
11-09 01:43:04.620  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.voicebianshengjinglingwc.wxl requires a permissions review
